ASL_RICHIEDENTE,DATA_ARRIVO,IN_CORSO,ESAMINATI,TOTALE,AGGIORNAMENTO
CH,2020-07-21,0,2,2,2021-02-18
CH,2020-07-22,0,8,8,2021-02-18
CH,2020-07-23,0,4,4,2021-02-18
CH,2020-07-24,0,2,2,2021-02-18
CH,2020-07-25,0,1,1,2021-02-18
CH,2020-07-28,0,4,4,2021-02-18
CH,2020-07-30,0,1,1,2021-02-18
CH,2020-07-31,0,1,1,2021-02-18
CH,2020-08-03,0,1,1,2021-02-18
CH,2020-08-04,0,2,2,2021-02-18
CH,2020-08-06,0,2,2,2021-02-18
CH,2020-08-07,0,1,1,2021-02-18
CH,2020-08-08,0,1,1,2021-02-18
CH,2020-08-10,0,2,2,2021-02-18
CH,2020-08-11,0,1,1,2021-02-18
CH,2020-08-12,0,1,1,2021-02-18
CH,2020-08-13,0,2,2,2021-02-18
CH,2020-08-17,0,4,4,2021-02-18
CH,2020-08-18,0,1,1,2021-02-18
CH,2020-08-20,0,1,1,2021-02-18
CH,2020-08-24,0,1,1,2021-02-18
CH,2020-08-25,0,4,4,2021-02-18
CH,2020-08-26,0,2,2,2021-02-18
CH,2020-08-27,0,1,1,2021-02-18
CH,2020-08-28,0,5,5,2021-02-18
CH,2020-08-29,0,1,1,2021-02-18
CH,2020-08-31,0,1,1,2021-02-18
CH,2020-09-01,0,2,2,2021-02-18
CH,2020-09-02,0,6,6,2021-02-18
CH,2020-09-03,0,2,2,2021-02-18
CH,2020-09-04,0,6,6,2021-02-18
CH,2020-09-05,0,8,8,2021-02-18
CH,2020-09-07,0,1,1,2021-02-18
CH,2020-09-08,0,4,4,2021-02-18
CH,2020-09-10,0,3,3,2021-02-18
CH,2020-09-11,0,2,2,2021-02-18
CH,2020-09-12,0,3,3,2021-02-18
CH,2020-09-16,0,4,4,2021-02-18
CH,2020-09-17,0,1,1,2021-02-18
CH,2020-09-18,0,2,2,2021-02-18
CH,2020-09-19,0,2,2,2021-02-18
CH,2020-09-21,0,1,1,2021-02-18
CH,2020-09-22,0,5,5,2021-02-18
CH,2020-09-24,0,1,1,2021-02-18
CH,2020-09-25,0,2,2,2021-02-18
CH,2020-09-26,0,1,1,2021-02-18
CH,2020-09-29,0,4,4,2021-02-18
CH,2020-09-30,0,3,3,2021-02-18
CH,2020-10-01,0,8,8,2021-02-18
CH,2020-10-02,0,5,5,2021-02-18
CH,2020-10-03,0,4,4,2021-02-18
CH,2020-10-04,0,2,2,2021-02-18
CH,2020-10-05,0,3,3,2021-02-18
CH,2020-10-06,0,3,3,2021-02-18
CH,2020-10-07,0,8,8,2021-02-18
CH,2020-10-08,0,2,2,2021-02-18
CH,2020-10-09,0,7,7,2021-02-18
CH,2020-10-10,0,7,7,2021-02-18
CH,2020-10-11,0,2,2,2021-02-18
CH,2020-10-12,0,1,1,2021-02-18
CH,2020-10-13,0,6,6,2021-02-18
CH,2020-10-14,0,5,5,2021-02-18
CH,2020-10-15,0,5,5,2021-02-18
CH,2020-10-16,0,5,5,2021-02-18
CH,2020-10-17,0,2,2,2021-02-18
CH,2020-10-18,0,3,3,2021-02-18
CH,2020-10-19,0,6,6,2021-02-18
CH,2020-10-20,0,5,5,2021-02-18
CH,2020-10-21,0,9,9,2021-02-18
CH,2020-10-22,0,3,3,2021-02-18
CH,2020-10-23,0,3,3,2021-02-18
CH,2020-10-24,0,5,5,2021-02-18
CH,2020-10-25,0,2,2,2021-02-18
CH,2020-10-26,0,13,13,2021-02-18
CH,2020-10-27,0,6,6,2021-02-18
CH,2020-10-28,0,8,8,2021-02-18
CH,2020-10-29,0,4,4,2021-02-18
CH,2020-10-30,0,5,5,2021-02-18
CH,2020-10-31,0,3,3,2021-02-18
CH,2020-11-01,0,5,5,2021-02-18
CH,2020-11-02,0,7,7,2021-02-18
CH,2020-11-03,0,4,4,2021-02-18
CH,2020-11-04,0,6,6,2021-02-18
CH,2020-11-05,0,8,8,2021-02-18
CH,2020-11-06,0,5,5,2021-02-18
CH,2020-11-07,0,8,8,2021-02-18
CH,2020-11-08,0,5,5,2021-02-18
CH,2020-11-09,0,5,5,2021-02-18
CH,2020-11-10,0,5,5,2021-02-18
CH,2020-11-11,0,4,4,2021-02-18
CH,2020-11-13,0,3,3,2021-02-18
CH,2020-11-14,0,3,3,2021-02-18
CH,2020-11-15,0,4,4,2021-02-18
CH,2020-11-16,0,4,4,2021-02-18
CH,2020-11-17,0,2,2,2021-02-18
CH,2020-11-18,0,6,6,2021-02-18
CH,2020-11-19,0,1,1,2021-02-18
CH,2020-11-20,0,8,8,2021-02-18
CH,2020-11-21,0,5,5,2021-02-18
CH,2020-11-22,0,1,1,2021-02-18
CH,2020-11-23,0,3,3,2021-02-18
CH,2020-11-24,0,1,1,2021-02-18
CH,2020-11-25,0,6,6,2021-02-18
CH,2020-11-26,0,2,2,2021-02-18
CH,2020-11-27,0,2,2,2021-02-18
CH,2020-11-28,0,3,3,2021-02-18
CH,2020-11-29,0,3,3,2021-02-18
CH,2020-11-30,0,2,2,2021-02-18
CH,2020-12-01,0,1,1,2021-02-18
CH,2020-12-02,0,2,2,2021-02-18
CH,2020-12-03,0,3,3,2021-02-18
CH,2020-12-04,0,4,4,2021-02-18
CH,2020-12-05,0,4,4,2021-02-18
CH,2020-12-06,0,1,1,2021-02-18
CH,2020-12-07,0,4,4,2021-02-18
CH,2020-12-09,0,3,3,2021-02-18
CH,2020-12-10,0,9,9,2021-02-18
CH,2020-12-11,0,6,6,2021-02-18
CH,2020-12-14,0,3,3,2021-02-18
CH,2020-12-15,0,7,7,2021-02-18
CH,2020-12-16,0,3,3,2021-02-18
CH,2020-12-17,0,2,2,2021-02-18
CH,2020-12-18,0,2,2,2021-02-18
CH,2020-12-19,0,2,2,2021-02-18
CH,2020-12-21,0,4,4,2021-02-18
CH,2020-12-22,0,5,5,2021-02-18
CH,2020-12-23,0,6,6,2021-02-18
CH,2020-12-24,0,5,5,2021-02-18
CH,2020-12-28,0,5,5,2021-02-18
CH,2020-12-29,0,3,3,2021-02-18
CH,2020-12-30,0,10,10,2021-02-18
CH,2020-12-31,0,2,2,2021-02-18
CH,2021-01-02,0,16,16,2021-02-18
CH,2021-01-04,0,7,7,2021-02-18
CH,2021-01-05,0,7,7,2021-02-18
CH,2021-01-07,0,1,1,2021-02-18
CH,2021-01-08,0,7,7,2021-02-18
CH,2021-01-12,0,2,2,2021-02-18
CH,2021-01-13,0,1,1,2021-02-18
CH,2021-01-14,0,1,1,2021-02-18
CH,2021-01-15,0,6,6,2021-02-18
CH,2021-01-16,0,2,2,2021-02-18
CH,2021-01-18,0,1,1,2021-02-18
CH,2021-01-19,0,1,1,2021-02-18
CH,2021-01-20,0,1,1,2021-02-18
CH,2021-01-22,0,3,3,2021-02-18
CH,2021-01-23,0,2,2,2021-02-18
CH,2021-01-24,0,1,1,2021-02-18
CH,2021-01-25,0,3,3,2021-02-18
CH,2021-01-26,0,5,5,2021-02-18
CH,2021-01-27,0,8,8,2021-02-18
CH,2021-01-28,0,3,3,2021-02-18
CH,2021-02-01,0,1,1,2021-02-18
CH,2021-02-02,0,3,3,2021-02-18
CH,2021-02-03,0,2,2,2021-02-18
CH,2021-02-04,0,3,3,2021-02-18
CH,2021-02-05,0,4,4,2021-02-18
CH,2021-02-06,0,1,1,2021-02-18
CH,2021-02-07,0,1,1,2021-02-18
CH,2021-02-08,0,1,1,2021-02-18
CH,2021-02-09,0,3,3,2021-02-18
CH,2021-02-10,0,3,3,2021-02-18
CH,2021-02-14,0,3,3,2021-02-18
CH,2021-02-16,0,1,1,2021-02-18
CH,2021-02-17,0,1,1,2021-02-18
PE,2020-03-17,0,10,10,2021-02-18
PE,2020-03-18,0,1,1,2021-02-18
PE,2020-03-26,0,2,2,2021-02-18
PE,2020-04-07,0,4,4,2021-02-18
PE,2020-04-08,0,7,7,2021-02-18
PE,2020-04-13,0,2,2,2021-02-18
PE,2020-04-15,0,1,1,2021-02-18
TE,2020-03-16,0,27,27,2021-02-18
TE,2020-03-17,0,90,90,2021-02-18
TE,2020-03-18,0,108,108,2021-02-18
TE,2020-03-19,0,70,70,2021-02-18
TE,2020-03-20,0,120,120,2021-02-18
TE,2020-03-21,0,65,65,2021-02-18
TE,2020-03-22,0,87,87,2021-02-18
TE,2020-03-23,0,197,197,2021-02-18
TE,2020-03-24,0,68,68,2021-02-18
TE,2020-03-25,0,105,105,2021-02-18
TE,2020-03-26,0,113,113,2021-02-18
TE,2020-03-27,0,334,334,2021-02-18
TE,2020-03-28,0,189,189,2021-02-18
TE,2020-03-29,0,54,54,2021-02-18
TE,2020-03-30,0,251,251,2021-02-18
TE,2020-03-31,0,290,290,2021-02-18
TE,2020-04-01,0,340,340,2021-02-18
TE,2020-04-02,0,497,497,2021-02-18
TE,2020-04-03,0,590,590,2021-02-18
TE,2020-04-04,0,415,415,2021-02-18
TE,2020-04-05,0,234,234,2021-02-18
TE,2020-04-06,0,120,120,2021-02-18
TE,2020-04-07,0,193,193,2021-02-18
TE,2020-04-08,0,350,350,2021-02-18
TE,2020-04-09,0,613,613,2021-02-18
TE,2020-04-10,0,775,775,2021-02-18
TE,2020-04-11,0,471,471,2021-02-18
TE,2020-04-13,0,87,87,2021-02-18
TE,2020-04-14,0,295,295,2021-02-18
TE,2020-04-15,0,452,452,2021-02-18
TE,2020-04-16,0,667,667,2021-02-18
TE,2020-04-17,0,446,446,2021-02-18
TE,2020-04-18,0,454,454,2021-02-18
TE,2020-04-19,0,35,35,2021-02-18
TE,2020-04-20,0,361,361,2021-02-18
TE,2020-04-21,0,430,430,2021-02-18
TE,2020-04-22,0,229,229,2021-02-18
TE,2020-04-23,0,423,423,2021-02-18
TE,2020-04-24,0,405,405,2021-02-18
TE,2020-04-25,0,269,269,2021-02-18
TE,2020-04-26,0,50,50,2021-02-18
TE,2020-04-27,0,327,327,2021-02-18
TE,2020-04-28,0,470,470,2021-02-18
TE,2020-04-29,0,485,485,2021-02-18
TE,2020-04-30,0,440,440,2021-02-18
TE,2020-05-01,0,185,185,2021-02-18
TE,2020-05-02,0,348,348,2021-02-18
TE,2020-05-03,0,86,86,2021-02-18
TE,2020-05-04,0,320,320,2021-02-18
TE,2020-05-05,0,409,409,2021-02-18
TE,2020-05-06,0,422,422,2021-02-18
TE,2020-05-07,0,290,290,2021-02-18
TE,2020-05-08,0,248,248,2021-02-18
TE,2020-05-09,0,246,246,2021-02-18
TE,2020-05-10,0,444,444,2021-02-18
TE,2020-05-11,0,284,284,2021-02-18
TE,2020-05-12,0,286,286,2021-02-18
TE,2020-05-13,0,262,262,2021-02-18
TE,2020-05-14,0,285,285,2021-02-18
TE,2020-05-15,0,498,498,2021-02-18
TE,2020-05-16,0,595,595,2021-02-18
TE,2020-05-17,0,243,243,2021-02-18
TE,2020-05-18,0,249,249,2021-02-18
TE,2020-05-19,0,911,911,2021-02-18
TE,2020-05-20,0,255,255,2021-02-18
TE,2020-05-21,0,530,530,2021-02-18
TE,2020-05-22,0,542,542,2021-02-18
TE,2020-05-23,0,231,231,2021-02-18
TE,2020-05-24,0,446,446,2021-02-18
TE,2020-05-25,0,273,273,2021-02-18
TE,2020-05-26,0,481,481,2021-02-18
TE,2020-05-27,0,231,231,2021-02-18
TE,2020-05-28,0,474,474,2021-02-18
TE,2020-05-29,0,358,358,2021-02-18
TE,2020-05-30,0,154,154,2021-02-18
TE,2020-05-31,0,210,210,2021-02-18
TE,2020-06-01,0,238,238,2021-02-18
TE,2020-06-02,0,97,97,2021-02-18
TE,2020-06-03,0,455,455,2021-02-18
TE,2020-06-04,0,268,268,2021-02-18
TE,2020-06-05,0,277,277,2021-02-18
TE,2020-06-06,0,177,177,2021-02-18
TE,2020-06-07,0,129,129,2021-02-18
TE,2020-06-08,0,254,254,2021-02-18
TE,2020-06-09,0,471,471,2021-02-18
TE,2020-06-10,0,479,479,2021-02-18
TE,2020-06-11,0,294,294,2021-02-18
TE,2020-06-12,0,536,536,2021-02-18
TE,2020-06-13,0,273,273,2021-02-18
TE,2020-06-14,0,54,54,2021-02-18
TE,2020-06-15,0,270,270,2021-02-18
TE,2020-06-16,0,506,506,2021-02-18
TE,2020-06-17,0,259,259,2021-02-18
TE,2020-06-18,0,183,183,2021-02-18
TE,2020-06-19,0,209,209,2021-02-18
TE,2020-06-20,0,354,354,2021-02-18
TE,2020-06-21,0,25,25,2021-02-18
TE,2020-06-22,0,267,267,2021-02-18
TE,2020-06-23,0,364,364,2021-02-18
TE,2020-06-24,0,196,196,2021-02-18
TE,2020-06-25,0,183,183,2021-02-18
TE,2020-06-26,0,373,373,2021-02-18
TE,2020-06-27,0,142,142,2021-02-18
TE,2020-06-28,0,104,104,2021-02-18
TE,2020-06-29,0,177,177,2021-02-18
TE,2020-06-30,0,197,197,2021-02-18
TE,2020-07-01,0,265,265,2021-02-18
TE,2020-07-02,0,236,236,2021-02-18
TE,2020-07-03,0,211,211,2021-02-18
TE,2020-07-04,0,124,124,2021-02-18
TE,2020-07-06,0,120,120,2021-02-18
TE,2020-07-07,0,232,232,2021-02-18
TE,2020-07-08,0,171,171,2021-02-18
TE,2020-07-09,0,222,222,2021-02-18
TE,2020-07-10,0,145,145,2021-02-18
TE,2020-07-11,0,281,281,2021-02-18
TE,2020-07-13,0,219,219,2021-02-18
TE,2020-07-14,0,121,121,2021-02-18
TE,2020-07-15,0,93,93,2021-02-18
TE,2020-07-16,0,250,250,2021-02-18
TE,2020-07-17,0,222,222,2021-02-18
TE,2020-07-18,0,53,53,2021-02-18
TE,2020-07-20,0,177,177,2021-02-18
TE,2020-07-21,0,235,235,2021-02-18
TE,2020-07-22,0,106,106,2021-02-18
TE,2020-07-23,0,141,141,2021-02-18
TE,2020-07-24,0,156,156,2021-02-18
TE,2020-07-25,0,122,122,2021-02-18
TE,2020-07-27,0,177,177,2021-02-18
TE,2020-07-28,0,178,178,2021-02-18
TE,2020-07-29,0,173,173,2021-02-18
TE,2020-07-30,0,206,206,2021-02-18
TE,2020-07-31,0,360,360,2021-02-18
TE,2020-08-01,0,173,173,2021-02-18
TE,2020-08-03,0,289,289,2021-02-18
TE,2020-08-04,0,402,402,2021-02-18
TE,2020-08-05,0,379,379,2021-02-18
TE,2020-08-06,0,285,285,2021-02-18
TE,2020-08-07,0,163,163,2021-02-18
TE,2020-08-08,0,347,347,2021-02-18
TE,2020-08-10,0,164,164,2021-02-18
TE,2020-08-11,0,525,525,2021-02-18
TE,2020-08-12,0,225,225,2021-02-18
TE,2020-08-13,0,232,232,2021-02-18
TE,2020-08-14,0,230,230,2021-02-18
TE,2020-08-17,0,245,245,2021-02-18
TE,2020-08-18,0,299,299,2021-02-18
TE,2020-08-19,0,223,223,2021-02-18
TE,2020-08-20,0,209,209,2021-02-18
TE,2020-08-21,0,350,350,2021-02-18
TE,2020-08-22,0,106,106,2021-02-18
TE,2020-08-24,0,300,300,2021-02-18
TE,2020-08-25,0,211,211,2021-02-18
TE,2020-08-26,0,352,352,2021-02-18
TE,2020-08-27,0,243,243,2021-02-18
