AGGIORNAMENTO,DATA_TAMPONE,PROVINCIA,POSITIVI,NEGATIVI,DA_RIPETERE
2021-04-13,2020-04-16,PE,1,35,0
2021-04-13,2020-04-16,TE,9,677,14
2021-04-13,2020-04-17,AQ,5,106,3
2021-04-13,2020-04-17,CH,4,473,2
2021-04-13,2020-04-17,PE,1,30,0
2021-04-13,2020-04-17,TE,4,426,4
2021-04-13,2020-04-18,AQ,6,92,3
2021-04-13,2020-04-18,CH,1,282,1
2021-04-13,2020-04-18,PE,2,14,0
2021-04-13,2020-04-18,TE,15,388,22
2021-04-13,2020-04-19,AQ,1,37,1
2021-04-13,2020-04-19,TE,6,31,0
2021-04-13,2020-04-20,AQ,5,185,0
2021-04-13,2020-04-20,CH,35,254,2
2021-04-13,2020-04-20,PE,12,62,2
2021-04-13,2020-04-20,TE,14,441,4
2021-04-13,2020-04-21,AQ,1,56,2
2021-04-13,2020-04-21,PE,1,13,0
2021-04-13,2020-04-21,TE,11,422,7
2021-04-13,2020-04-22,AQ,5,171,6
2021-04-13,2020-04-22,TE,7,382,8
2021-04-13,2020-04-23,AQ,2,119,5
2021-04-13,2020-04-23,CH,10,368,6
2021-04-13,2020-04-23,PE,1,104,1
2021-04-13,2020-04-23,TE,3,430,3
2021-04-13,2020-04-24,AQ,6,84,2
2021-04-13,2020-04-24,CH,3,116,3
2021-04-13,2020-04-24,TE,9,485,7
2021-04-13,2020-04-25,AQ,1,51,3
2021-04-13,2020-04-25,CH,3,183,1
2021-04-13,2020-04-25,TE,1,83,1
2021-04-13,2020-04-26,AQ,1,29,0
2021-04-13,2020-04-26,CH,5,108,2
2021-04-13,2020-04-26,PE,1,1,0
2021-04-13,2020-04-26,TE,3,27,0
2021-04-13,2020-04-27,AQ,4,84,5
2021-04-13,2020-04-27,CH,9,160,5
2021-04-13,2020-04-27,PE,2,59,0
2021-04-13,2020-04-27,TE,14,397,8
2021-04-13,2020-04-28,AQ,5,137,2
2021-04-13,2020-04-28,CH,3,136,2
2021-04-13,2020-04-28,PE,1,18,0
2021-04-13,2020-04-28,TE,4,519,3
2021-04-13,2020-04-29,AQ,7,181,4
2021-04-13,2020-04-29,CH,5,186,12
2021-04-13,2020-04-29,PE,2,28,0
2021-04-13,2020-04-29,TE,10,533,21
2021-04-13,2020-04-30,CH,2,198,4
2021-04-13,2020-04-30,PE,3,27,0
2021-04-13,2020-04-30,TE,7,386,2
2021-04-13,2020-05-01,AQ,1,27,0
2021-04-13,2020-05-01,CH,4,137,3
2021-04-13,2020-05-02,AQ,3,46,3
2021-04-13,2020-05-02,CH,1,225,2
2021-04-13,2020-05-02,TE,6,393,6
2021-04-13,2020-05-03,CH,2,47,5
2021-04-13,2020-05-03,PE,1,3,0
2021-04-13,2020-05-03,TE,2,30,0
2021-04-13,2020-05-04,AQ,3,118,1
2021-04-13,2020-05-04,CH,3,175,2
2021-04-13,2020-05-04,PE,2,29,0
2021-04-13,2020-05-04,TE,3,418,6
2021-04-13,2020-05-05,AQ,3,116,1
2021-04-13,2020-05-05,CH,2,84,4
2021-04-13,2020-05-05,TE,9,474,8
2021-04-13,2020-05-06,AQ,1,224,0
2021-04-13,2020-05-06,CH,4,176,8
2021-04-13,2020-05-06,PE,2,28,0
2021-04-13,2020-05-06,TE,3,479,8
2021-04-13,2020-05-07,CH,2,130,2
2021-04-13,2020-05-07,TE,5,571,2
2021-04-13,2020-05-08,AQ,2,535,0
2021-04-13,2020-05-08,CH,1,218,1
2021-04-13,2020-05-08,TE,2,620,6
2021-04-13,2020-05-09,CH,7,122,6
2021-04-13,2020-05-09,PE,1,57,0
2021-04-13,2020-05-09,TE,1,281,2
2021-04-13,2020-05-10,CH,3,91,9
2021-04-13,2020-05-11,AQ,5,507,2
2021-04-13,2020-05-11,CH,4,96,8
2021-04-13,2020-05-11,PE,1,42,0
2021-04-13,2020-05-12,AQ,2,452,1
2021-04-13,2020-05-12,CH,7,180,1
2021-04-13,2020-05-12,PE,1,66,0
2021-04-13,2020-05-12,TE,4,718,6
2021-04-13,2020-05-13,CH,7,110,4
2021-04-13,2020-05-13,TE,3,585,1
2021-04-13,2020-05-14,CH,21,199,5
2021-04-13,2020-05-14,PE,2,79,1
2021-04-13,2020-05-14,TE,7,803,4
2021-04-13,2020-05-15,AQ,1,387,0
2021-04-13,2020-05-15,TE,1,272,1
2021-04-13,2020-05-16,CH,8,216,2
2021-04-13,2020-05-16,TE,2,351,2
2021-04-13,2020-05-17,CH,2,37,3
2021-04-13,2020-05-17,TE,1,29,0
2021-04-13,2020-05-18,CH,4,180,1
2021-04-13,2020-05-18,TE,4,489,6
2021-04-13,2020-05-19,AQ,1,225,0
2021-04-13,2020-05-19,TE,2,612,8
2021-04-13,2020-05-20,AQ,1,388,1
2021-04-13,2020-05-20,CH,2,207,3
2021-04-13,2020-05-21,CH,1,190,3
2021-04-13,2020-05-21,TE,3,624,3
2021-04-13,2020-05-22,AQ,3,409,5
2021-04-13,2020-05-22,CH,2,232,0
2021-04-13,2020-05-22,TE,2,506,4
2021-04-13,2020-05-23,CH,1,203,1
2021-04-13,2020-05-25,PE,1,64,0
2021-04-13,2020-05-26,CH,2,361,1
2021-04-13,2020-05-26,TE,1,463,5
2021-04-13,2020-05-27,CH,4,178,2
2021-04-13,2020-05-27,TE,2,290,2
2021-04-13,2020-05-28,CH,9,247,16
2021-04-13,2020-05-29,TE,2,317,1
2021-04-13,2020-05-31,AQ,1,5,1
2021-04-13,2020-06-01,AQ,2,158,0
2021-04-13,2020-06-01,CH,2,217,2
2021-04-13,2020-06-01,TE,5,339,4
2021-04-13,2020-06-05,AQ,1,253,0
2021-04-13,2020-06-06,AQ,1,66,0
2021-04-13,2020-06-08,AQ,1,221,1
2021-04-13,2020-06-09,TE,2,525,0
2021-04-13,2020-06-10,CH,1,181,1
2021-04-13,2020-06-11,AQ,1,173,0
2021-04-13,2020-06-11,TE,1,386,0
2021-04-13,2020-06-12,CH,2,152,1
2021-04-13,2020-06-13,AQ,1,80,0
2021-04-13,2020-06-13,TE,1,176,1
2021-04-13,2020-06-14,TE,1,41,0
2021-04-13,2020-06-15,AQ,1,285,1
2021-04-13,2020-06-17,TE,2,241,1
2021-04-13,2020-06-19,TE,1,194,0
2021-04-13,2020-06-21,PE,1,1,0
2021-04-13,2020-06-22,TE,1,277,0
2021-04-13,2020-06-23,AQ,1,179,0
2021-04-13,2020-06-24,CH,1,12,0
2021-04-13,2020-06-25,TE,1,302,0
2021-04-13,2020-06-26,TE,1,385,0
2021-04-13,2020-06-30,TE,1,237,0
2021-04-13,2020-07-01,AQ,2,167,0
2021-04-13,2020-07-02,AQ,1,164,0
2021-04-13,2020-07-02,TE,1,209,0
2021-04-13,2020-07-06,AQ,2,140,0
2021-04-13,2020-07-07,AQ,6,117,0
2021-04-13,2020-07-07,CH,2,176,0
2021-04-13,2020-07-08,AQ,1,133,0
2021-04-13,2020-07-09,AQ,2,196,0
2021-04-13,2020-07-10,AQ,1,113,1
2021-04-13,2020-07-10,TE,3,273,0
2021-04-13,2020-07-13,AQ,1,176,0
2021-04-13,2020-07-13,CH,1,111,0
2021-04-13,2020-07-13,TE,1,223,1
2021-04-13,2020-07-14,TE,2,146,0
2021-04-13,2020-07-15,AQ,2,159,2
2021-04-13,2020-07-15,CH,1,95,0
2021-04-13,2020-07-15,TE,1,135,0
2021-04-13,2020-07-16,AQ,4,158,1
2021-04-13,2020-07-17,AQ,1,178,0
2021-04-13,2020-07-17,CH,5,66,2
2021-04-13,2020-07-18,CH,1,33,0
2021-04-13,2020-07-18,TE,1,88,1
2021-04-13,2020-07-20,CH,2,110,1
2021-04-13,2020-07-21,AQ,2,153,0
2021-04-13,2020-07-21,CH,1,156,0
2021-04-13,2020-07-21,TE,1,225,1
2021-04-13,2020-07-22,CH,1,89,0
2021-04-13,2020-07-22,TE,1,134,0
2021-04-13,2020-07-23,CH,1,135,0
2021-04-13,2020-07-24,AQ,9,133,2
2021-04-13,2020-07-24,CH,1,145,0
2021-04-13,2020-07-27,AQ,1,172,1
2021-04-13,2020-07-27,CH,1,182,1
2021-04-13,2020-07-28,TE,3,201,0
2021-04-13,2020-07-29,AQ,3,150,0
2021-04-13,2020-07-29,CH,1,118,0
2021-04-13,2020-07-29,TE,2,177,0
2021-04-13,2020-07-30,AQ,5,99,0
2021-04-13,2020-07-31,AQ,3,198,0
2021-04-13,2020-07-31,TE,2,360,0
2021-04-13,2020-08-03,AQ,5,177,2
2021-04-13,2020-08-03,CH,1,188,0
2021-04-13,2020-08-03,TE,1,350,0
2021-04-13,2020-08-04,AQ,13,73,0
2021-04-13,2020-08-04,CH,1,163,4
2021-04-13,2020-08-04,TE,25,404,0
2021-04-13,2020-08-05,AQ,2,123,2
2021-04-13,2020-08-05,TE,13,394,0
2021-04-13,2020-08-06,TE,1,162,0
2021-04-13,2020-08-07,AQ,5,214,1
2021-04-13,2020-08-07,CH,5,153,0
2021-04-13,2020-08-07,TE,1,309,0
2021-04-13,2020-08-08,AQ,5,32,0
2021-04-13,2020-08-08,CH,1,48,0
2021-04-13,2020-08-08,TE,5,204,3
2021-04-13,2020-08-09,TE,1,3,0
2021-04-13,2020-08-10,AQ,8,154,0
2021-04-13,2020-08-10,CH,1,105,2
2021-04-13,2020-08-10,TE,3,361,0
2021-04-13,2020-08-11,AQ,4,112,1
2021-04-13,2020-08-11,CH,2,46,0
2021-04-13,2020-08-11,TE,9,322,0
2021-04-13,2020-08-12,AQ,3,133,0
2021-04-13,2020-08-12,CH,1,147,0
2021-04-13,2020-08-12,TE,3,208,1
2021-04-13,2020-08-13,AQ,3,103,0
2021-04-13,2020-08-13,CH,1,114,0
2021-04-13,2020-08-14,AQ,8,125,6
2021-04-13,2020-08-14,CH,2,61,1
2021-04-13,2020-08-14,TE,2,236,0
2021-04-13,2020-08-16,AQ,5,0,1
2021-04-13,2020-08-17,AQ,3,160,1
2021-04-13,2020-08-17,CH,1,196,0
2021-04-13,2020-08-17,PE,1,27,0
2021-04-13,2020-08-17,TE,7,236,4
2021-04-13,2020-08-18,AQ,1,52,0
2021-04-13,2020-08-18,CH,2,143,1
2021-04-13,2020-08-18,TE,2,312,1
2021-04-13,2020-08-19,AQ,19,251,15
2021-04-13,2020-08-19,CH,1,151,0
2021-04-13,2020-08-20,AQ,4,76,7
2021-04-13,2020-08-20,CH,10,156,10
2021-04-13,2020-08-20,TE,3,207,2
2021-04-13,2020-08-21,AQ,11,247,2
2021-04-13,2020-08-21,TE,6,330,8
2021-04-13,2020-08-22,AQ,1,42,1
2021-04-13,2020-08-23,AQ,5,0,0
2021-04-13,2020-08-24,AQ,24,292,3
2021-04-13,2020-08-24,CH,3,311,0
2021-04-13,2020-08-24,TE,2,304,2
2021-04-13,2020-08-25,AQ,2,95,0
2021-04-13,2020-08-25,CH,4,202,0
2021-04-13,2020-08-25,TE,6,230,2
2021-04-13,2020-08-26,AQ,7,226,2
2021-04-13,2020-08-26,CH,4,255,1
2021-04-13,2020-08-26,TE,2,328,0
2021-04-13,2020-08-27,AQ,12,153,2
2021-04-13,2020-08-27,CH,1,305,0
2021-04-13,2020-08-27,PE,1,65,0
2021-04-13,2020-08-27,TE,2,222,4
2021-04-13,2020-08-28,AQ,14,346,1
2021-04-13,2020-08-28,CH,9,219,3
2021-04-13,2020-08-28,TE,5,444,5
2021-04-13,2020-08-29,AQ,1,8,0
2021-04-13,2020-08-29,TE,1,202,1
2021-04-13,2020-08-31,AQ,18,278,2
2021-04-13,2020-09-01,AQ,14,125,0
2021-04-13,2020-09-01,TE,1,311,1
2021-04-13,2020-09-02,AQ,25,319,7
2021-04-13,2020-09-02,CH,1,224,0
2021-04-13,2020-09-02,TE,4,276,1
2021-04-13,2020-09-03,AQ,12,195,4
2021-04-13,2020-09-03,CH,7,352,6
2021-04-13,2020-09-04,AQ,27,381,5
2021-04-13,2020-09-04,CH,3,433,0
2021-04-13,2020-09-04,TE,3,405,3
2021-04-13,2020-09-05,AQ,11,141,2
2021-04-13,2020-09-05,CH,5,108,1
2021-04-13,2020-09-05,TE,4,141,0
2021-04-13,2020-09-06,AQ,1,3,0
2021-04-13,2020-09-07,AQ,7,284,3
2021-04-13,2020-09-07,CH,3,172,2
2021-04-13,2020-09-07,TE,11,380,1
2021-04-13,2020-09-08,AQ,8,216,3
2021-04-13,2020-09-08,CH,2,304,4
2021-04-13,2020-09-08,TE,3,380,1
2021-04-13,2020-09-09,AQ,13,252,6
2021-04-13,2020-09-09,CH,1,215,1
2021-04-13,2020-09-09,TE,7,296,1
2021-04-13,2020-09-10,AQ,24,172,5
2021-04-13,2020-09-10,TE,2,314,2
2021-04-13,2020-09-11,AQ,29,423,12
2021-04-13,2020-09-11,CH,6,212,1
2021-04-13,2020-09-12,AQ,2,18,5
2021-04-13,2020-09-12,CH,1,59,0
2021-04-13,2020-09-12,TE,12,190,0
2021-04-13,2020-09-13,TE,1,3,0
2021-04-13,2020-09-14,AQ,8,400,4
2021-04-13,2020-09-14,CH,5,396,1
2021-04-13,2020-09-14,TE,8,349,0
2021-04-13,2020-09-15,AQ,16,220,2
2021-04-13,2020-09-15,CH,7,199,3
2021-04-13,2020-09-15,TE,5,450,0
2021-04-13,2020-09-16,AQ,20,327,1
2021-04-13,2020-09-16,CH,7,136,1
2021-04-13,2020-09-16,TE,8,307,0
2021-04-13,2020-09-17,AQ,8,225,1
2021-04-13,2020-09-17,CH,1,118,0
2021-04-13,2020-09-17,TE,7,225,2
2021-04-13,2020-09-18,AQ,9,230,3
2021-04-13,2020-09-18,CH,1,245,0
2021-04-13,2020-09-18,TE,3,315,0
2021-04-13,2020-09-19,AQ,4,87,7
2021-04-13,2020-09-19,CH,4,116,0
2021-04-13,2020-09-19,TE,12,292,2
2021-04-13,2020-09-20,TE,1,4,0
2021-04-13,2020-09-21,AQ,16,272,7
2021-04-13,2020-09-21,CH,3,309,0
2021-04-13,2020-09-21,TE,3,390,4
2021-04-13,2020-09-22,AQ,5,95,2
2021-04-13,2020-09-22,CH,3,350,2
2021-04-13,2020-09-22,TE,5,425,1
2021-04-13,2020-09-23,AQ,13,255,5
2021-04-13,2020-09-23,CH,8,209,3
2021-04-13,2020-09-23,PE,3,20,0
2021-04-13,2020-09-23,TE,18,269,6
2021-04-13,2020-09-24,AQ,8,141,4
2021-04-13,2020-09-24,CH,4,183,2
2021-04-13,2020-09-24,TE,9,270,0
2021-04-13,2020-09-25,AQ,12,387,3
2021-04-13,2020-09-25,CH,4,195,3
2021-04-13,2020-09-25,TE,8,489,1
2021-04-13,2020-09-26,CH,1,114,0
2021-04-13,2020-09-26,TE,3,253,0
2021-04-13,2020-09-28,AQ,22,318,7
2021-04-13,2020-09-28,CH,4,382,2
2021-04-13,2020-09-28,PE,1,65,0
2021-04-13,2020-09-28,TE,6,424,3
2021-04-13,2020-09-29,AQ,6,168,1
2021-04-13,2020-09-29,CH,4,314,1
2021-04-13,2020-09-29,TE,11,492,1
2021-04-13,2020-09-30,AQ,12,272,0
2021-04-13,2020-09-30,CH,2,328,3
2021-04-13,2020-09-30,TE,7,372,4
2021-04-13,2020-10-01,AQ,3,249,5
2021-04-13,2020-10-01,CH,15,324,2
2021-04-13,2020-10-01,TE,8,456,2
2021-04-13,2020-10-02,AQ,7,305,4
2021-04-13,2020-10-02,CH,7,336,3
2021-04-13,2020-10-02,TE,10,518,4
2021-04-13,2020-10-03,AQ,7,67,6
2021-04-13,2020-10-03,CH,6,376,1
2021-04-13,2020-10-03,TE,18,493,8
2021-04-13,2020-10-04,AQ,16,44,4
2021-04-13,2020-10-04,CH,1,30,0
2021-04-13,2020-10-04,TE,3,4,0
2021-04-13,2020-10-05,AQ,14,290,1
2021-04-13,2020-10-05,CH,9,487,2
2021-04-13,2020-10-05,TE,17,892,4
2021-04-13,2020-10-06,AQ,6,138,0
2021-04-13,2020-10-06,CH,21,657,1
2021-04-13,2020-10-06,TE,47,553,5
2021-04-13,2020-10-07,AQ,22,401,3
2021-04-13,2020-10-07,CH,11,459,0
2021-04-13,2020-10-07,PE,1,42,0
2021-04-13,2020-10-07,TE,27,673,0
2021-04-13,2020-10-08,AQ,10,229,0
2021-04-13,2020-10-08,CH,9,593,0
2021-04-13,2020-10-08,TE,41,539,9
2021-04-13,2020-10-09,AQ,23,498,3
2021-04-13,2020-10-09,CH,11,540,0
2021-04-13,2020-10-09,PE,1,75,0
2021-04-13,2020-10-09,TE,36,670,0
2021-04-13,2020-10-10,AQ,11,118,2
2021-04-13,2020-10-10,CH,29,446,2
2021-04-13,2020-10-10,TE,46,489,0
2021-04-13,2020-10-11,TE,3,5,0
2021-04-13,2020-10-12,AQ,38,425,7
2021-04-13,2020-10-12,CH,15,497,2
2021-04-13,2020-10-12,PE,2,79,0
2021-04-13,2020-10-12,TE,30,824,8
2021-04-13,2020-10-13,AQ,114,296,7
2021-04-13,2020-10-13,CH,32,749,4
2021-04-13,2020-10-13,TE,26,571,4
2021-04-13,2020-10-14,AQ,45,355,6
2021-04-13,2020-10-14,CH,23,649,5
2021-04-13,2020-10-14,TE,43,673,3
2021-04-13,2020-10-15,AQ,33,415,6
2021-04-13,2020-10-15,CH,19,723,2
2021-04-13,2020-10-15,PE,2,75,0
2021-04-13,2020-10-15,TE,85,989,6
2021-04-13,2020-10-16,AQ,87,586,3
2021-04-13,2020-10-16,CH,33,786,4
2021-04-13,2020-10-16,TE,119,1264,13
2021-04-13,2020-10-17,AQ,25,133,3
2021-04-13,2020-10-17,CH,23,534,6
2021-04-13,2020-10-17,TE,56,516,9
2021-04-13,2020-10-18,AQ,2,1,0
2021-04-13,2020-10-18,CH,5,71,2
2021-04-13,2020-10-18,TE,10,13,0
2021-04-13,2020-10-19,AQ,119,514,8
2021-04-13,2020-10-19,CH,28,457,8
2021-04-13,2020-10-19,PE,5,68,2
2021-04-13,2020-10-19,TE,84,1029,6
2021-04-13,2020-10-20,AQ,94,412,18
2021-04-13,2020-10-20,CH,53,880,8
2021-04-13,2020-10-20,PE,1,96,3
2021-04-13,2020-10-20,TE,117,716,16
2021-04-13,2020-10-21,AQ,85,365,9
2021-04-13,2020-10-21,CH,35,638,10
2021-04-13,2020-10-21,PE,6,81,1
2021-04-13,2020-10-21,TE,131,908,11
2021-04-13,2020-10-22,AQ,160,516,21
2021-04-13,2020-10-22,CH,39,498,7
2021-04-13,2020-10-22,PE,4,80,0
2021-04-13,2020-10-22,TE,192,993,17
2021-04-13,2020-10-23,AQ,107,464,13
2021-04-13,2020-10-23,CH,55,1094,15
2021-04-13,2020-10-23,PE,7,75,0
2021-04-13,2020-10-23,TE,102,1010,16
2021-04-13,2020-10-24,AQ,96,212,10
2021-04-13,2020-10-24,CH,49,597,7
2021-04-13,2020-10-24,PE,2,65,1
2021-04-13,2020-10-24,TE,193,686,23
2021-04-13,2020-10-25,AQ,45,70,7
2021-04-13,2020-10-25,CH,28,166,3
2021-04-13,2020-10-25,PE,1,6,0
2021-04-13,2020-10-25,TE,5,25,1
2021-04-13,2020-10-26,AQ,125,430,12
2021-04-13,2020-10-26,CH,85,807,15
2021-04-13,2020-10-26,PE,7,85,2
2021-04-13,2020-10-26,TE,240,1000,31
2021-04-13,2020-10-27,AQ,125,394,16
2021-04-13,2020-10-27,CH,57,687,16
2021-04-13,2020-10-27,PE,5,63,1
2021-04-13,2020-10-27,TE,125,553,17
2021-04-13,2020-10-28,AQ,159,368,35
2021-04-13,2020-10-28,CH,66,513,13
2021-04-13,2020-10-28,PE,6,54,0
2021-04-13,2020-10-28,TE,139,623,29
2021-04-13,2020-10-29,AQ,244,456,36
2021-04-13,2020-10-29,CH,134,836,21
2021-04-13,2020-10-29,PE,4,90,0
2021-04-13,2020-10-29,TE,175,823,42
2021-04-13,2020-10-30,AQ,124,513,45
2021-04-13,2020-10-30,CH,60,555,23
2021-04-13,2020-10-30,PE,3,89,0
2021-04-13,2020-10-30,TE,313,1204,34
2021-04-13,2020-10-31,AQ,54,228,20
2021-04-13,2020-10-31,CH,174,440,20
2021-04-13,2020-10-31,PE,3,42,3
2021-04-13,2020-10-31,TE,175,660,34
2021-04-13,2020-11-01,AQ,66,55,10
2021-04-13,2020-11-01,CH,30,96,8
2021-04-13,2020-11-01,TE,7,15,1
2021-04-13,2020-11-02,AQ,166,608,39
2021-04-13,2020-11-02,CH,93,501,18
2021-04-13,2020-11-02,PE,6,118,5
2021-04-13,2020-11-02,TE,365,1265,78
2021-04-13,2020-11-03,AQ,189,477,58
2021-04-13,2020-11-03,CH,130,1009,22
2021-04-13,2020-11-03,PE,4,91,2
2021-04-13,2020-11-03,TE,211,748,78
2021-04-13,2020-11-04,AQ,292,550,99
2021-04-13,2020-11-04,CH,177,767,53
2021-04-13,2020-11-04,PE,8,83,3
2021-04-13,2020-11-04,TE,147,790,79
2021-04-13,2020-11-05,AQ,229,679,46
2021-04-13,2020-11-05,CH,158,974,32
2021-04-13,2020-11-05,PE,4,79,1
2021-04-13,2020-11-05,TE,193,884,55
2021-04-13,2020-11-06,AQ,228,511,48
2021-04-13,2020-11-06,CH,221,844,45
2021-04-13,2020-11-06,PE,5,72,1
2021-04-13,2020-11-06,TE,229,863,52
2021-04-13,2020-11-07,AQ,164,420,48
2021-04-13,2020-11-07,CH,83,412,24
2021-04-13,2020-11-07,PE,2,30,0
2021-04-13,2020-11-07,TE,267,727,120
2021-04-13,2020-11-08,AQ,25,36,8
2021-04-13,2020-11-08,CH,31,191,10
2021-04-13,2020-11-08,TE,9,5,1
2021-04-13,2020-11-09,AQ,282,792,79
2021-04-13,2020-11-09,CH,181,786,58
2021-04-13,2020-11-09,PE,6,109,4
2021-04-13,2020-11-09,TE,482,1401,189
2021-04-13,2020-11-10,AQ,284,616,145
2021-04-13,2020-11-10,CH,183,677,44
2021-04-13,2020-11-10,PE,2,38,3
2021-04-13,2020-11-10,TE,244,800,94
2021-04-13,2020-11-11,AQ,322,756,108
2021-04-13,2020-11-11,CH,169,597,59
2021-04-13,2020-11-11,PE,3,29,1
2021-04-13,2020-11-11,TE,296,948,162
2021-04-13,2020-11-12,AQ,326,707,137
2021-04-13,2020-11-12,CH,168,700,59
2021-04-13,2020-11-12,PE,3,52,2
2021-04-13,2020-11-12,TE,320,1091,159
2021-04-13,2020-11-13,AQ,230,575,91
2021-04-13,2020-11-13,CH,73,352,29
2021-04-13,2020-11-13,PE,2,53,0
2021-04-13,2020-11-13,TE,317,1053,124
2021-04-13,2020-11-14,AQ,215,377,78
2021-04-13,2020-11-14,CH,189,782,76
2021-04-13,2020-11-14,PE,6,65,2
2021-04-13,2020-11-14,TE,201,612,117
2021-04-13,2020-11-15,AQ,40,46,6
2021-04-13,2020-11-15,CH,15,89,7
2021-04-13,2020-11-15,TE,8,21,1
2021-04-13,2020-11-16,AQ,295,884,185
2021-04-13,2020-11-16,CH,196,764,98
2021-04-13,2020-11-16,PE,5,51,2
2021-04-13,2020-11-16,TE,296,1453,255
2021-04-13,2020-11-17,AQ,370,1021,178
2021-04-13,2020-11-17,CH,111,594,59
2021-04-13,2020-11-17,PE,6,59,5
2021-04-13,2020-11-17,TE,220,1065,150
2021-04-13,2020-11-18,AQ,291,668,98
2021-04-13,2020-11-18,CH,186,899,84
2021-04-13,2020-11-18,PE,3,75,2
